locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFCHDMIM_01288	CDS	432				hypothetical protein
CFCHDMIM_01289	CDS	420				hypothetical protein
CFCHDMIM_01290	CDS	867	gltR_2		COG0583	HTH-type transcriptional regulator GltR
CFCHDMIM_01291	CDS	903				hypothetical protein
CFCHDMIM_01292	CDS	285				hypothetical protein
CFCHDMIM_01293	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
CFCHDMIM_01294	CDS	978	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
CFCHDMIM_01295	CDS	423				hypothetical protein
CFCHDMIM_01296	CDS	417				hypothetical protein
CFCHDMIM_01297	CDS	1263				hypothetical protein
CFCHDMIM_01298	CDS	798				hypothetical protein
CFCHDMIM_01299	CDS	1101	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CFCHDMIM_01300	CDS	255				hypothetical protein
CFCHDMIM_01301	CDS	657				hypothetical protein
CFCHDMIM_01302	CDS	1824	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
CFCHDMIM_01303	CDS	2304				hypothetical protein
CFCHDMIM_01304	CDS	789	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
CFCHDMIM_01305	CDS	951	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
CFCHDMIM_01306	CDS	603	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
CFCHDMIM_01307	CDS	1905	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
CFCHDMIM_01308	CDS	882	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
CFCHDMIM_01309	CDS	1821	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
CFCHDMIM_01310	CDS	819	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
CFCHDMIM_01311	CDS	777	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
CFCHDMIM_01312	CDS	681	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
CFCHDMIM_01313	CDS	642	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
CFCHDMIM_01314	CDS	288				hypothetical protein
CFCHDMIM_01315	CDS	1014	corA		COG0598	Magnesium transport protein CorA
CFCHDMIM_01316	CDS	582		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
CFCHDMIM_01317	CDS	402	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
CFCHDMIM_01318	CDS	636	prs_2			Putative ribose-phosphate pyrophosphokinase
CFCHDMIM_01319	CDS	2046	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
CFCHDMIM_01320	CDS	816				hypothetical protein
CFCHDMIM_01321	CDS	987				hypothetical protein
CFCHDMIM_01322	CDS	2571	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
CFCHDMIM_01323	CDS	873	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
CFCHDMIM_01324	CDS	1320	gltP_2		COG1301	Proton/glutamate-aspartate symporter
CFCHDMIM_01325	CDS	948				hypothetical protein
CFCHDMIM_01326	CDS	777	engB			GTP-binding protein EngB
CFCHDMIM_01327	CDS	438	nsrR		COG1959	HTH-type transcriptional repressor NsrR
CFCHDMIM_01328	CDS	765	hmp_1	1.14.12.17		Flavohemoprotein
CFCHDMIM_01329	CDS	1548				hypothetical protein
CFCHDMIM_01330	CDS	1191	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
CFCHDMIM_01331	CDS	729	guaA_1	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
CFCHDMIM_01332	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
CFCHDMIM_01333	CDS	639	rplC		COG0087	50S ribosomal protein L3
CFCHDMIM_01334	CDS	603	rplD		COG0088	50S ribosomal protein L4
CFCHDMIM_01335	CDS	321	rplW		COG0089	50S ribosomal protein L23
CFCHDMIM_01336	CDS	825	rplB		COG0090	50S ribosomal protein L2
CFCHDMIM_01337	CDS	276	rpsS		COG0185	30S ribosomal protein S19
CFCHDMIM_01338	CDS	330	rplV		COG0091	50S ribosomal protein L22
CFCHDMIM_01339	CDS	753	rpsC		COG0092	30S ribosomal protein S3
CFCHDMIM_01340	CDS	414	rplP		COG0197	50S ribosomal protein L16
CFCHDMIM_01341	CDS	198	rpmC		COG0255	50S ribosomal protein L29
CFCHDMIM_01342	CDS	258	rpsQ		COG0186	30S ribosomal protein S17
CFCHDMIM_01343	CDS	369	rplN		COG0093	50S ribosomal protein L14
CFCHDMIM_01344	CDS	318	rplX		COG0198	50S ribosomal protein L24
CFCHDMIM_01345	CDS	537	rplE		COG0094	50S ribosomal protein L5
CFCHDMIM_01346	CDS	306	rpsN		COG0199	30S ribosomal protein S14
CFCHDMIM_01347	CDS	396	rpsH		COG0096	30S ribosomal protein S8
CFCHDMIM_01348	CDS	534	rplF		COG0097	50S ribosomal protein L6
CFCHDMIM_01349	CDS	351	rplR		COG0256	50S ribosomal protein L18
CFCHDMIM_01350	CDS	498	rpsE		COG0098	30S ribosomal protein S5
CFCHDMIM_01351	CDS	177	rpmD		COG1841	50S ribosomal protein L30
CFCHDMIM_01352	CDS	441	rplO		COG0200	50S ribosomal protein L15
CFCHDMIM_01353	CDS	1353	secY		COG0201	Protein translocase subunit SecY
CFCHDMIM_01354	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
CFCHDMIM_01355	CDS	357	rpsM		COG0099	30S ribosomal protein S13
CFCHDMIM_01356	CDS	387	rpsK		COG0100	30S ribosomal protein S11
CFCHDMIM_01357	CDS	627	rpsD		COG0522	30S ribosomal protein S4
CFCHDMIM_01358	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
CFCHDMIM_01359	CDS	378	rplQ		COG0203	50S ribosomal protein L17
CFCHDMIM_01360	CDS	1491	mymA	1.14.13.-	COG2072	Putative FAD-containing monooxygenase MymA
CFCHDMIM_01361	CDS	1173	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CFCHDMIM_01362	CDS	258				hypothetical protein
CFCHDMIM_01363	CDS	291				hypothetical protein
CFCHDMIM_01364	CDS	102				hypothetical protein
CFCHDMIM_01365	CDS	1086				hypothetical protein
CFCHDMIM_01366	CDS	567				hypothetical protein
CFCHDMIM_01367	CDS	2196				hypothetical protein
CFCHDMIM_01368	CDS	432				hypothetical protein
CFCHDMIM_01369	CDS	210				hypothetical protein
CFCHDMIM_01370	CDS	2055	prlC_2	3.4.24.70	COG0339	Oligopeptidase A
CFCHDMIM_01371	CDS	2433	rnr	3.1.13.1	COG0557	Ribonuclease R
CFCHDMIM_01372	tRNA	91				tRNA-Ser(gct)
CFCHDMIM_01373	tRNA	77				tRNA-Arg(acg)
CFCHDMIM_01374	CDS	597	betI_4			HTH-type transcriptional regulator BetI
CFCHDMIM_01375	CDS	1215				hypothetical protein
CFCHDMIM_01376	CDS	207				hypothetical protein
CFCHDMIM_01377	CDS	2115	btuB_2			Vitamin B12 transporter BtuB
CFCHDMIM_01378	CDS	429				hypothetical protein
CFCHDMIM_01379	CDS	531	def_2	3.5.1.88	COG0242	Peptide deformylase
CFCHDMIM_01380	CDS	1155				hypothetical protein
CFCHDMIM_01381	CDS	1152				hypothetical protein
CFCHDMIM_01382	CDS	570	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
CFCHDMIM_01383	CDS	909				hypothetical protein
CFCHDMIM_01384	CDS	642	comR			HTH-type transcriptional repressor ComR
CFCHDMIM_01385	CDS	1215	nepI		COG2814	Purine ribonucleoside efflux pump NepI
CFCHDMIM_01386	CDS	765	nimR_2			HTH-type transcriptional regulator NimR
CFCHDMIM_01387	CDS	546	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
CFCHDMIM_01388	CDS	600				hypothetical protein
CFCHDMIM_01389	CDS	420	atpC		COG0355	ATP synthase epsilon chain
CFCHDMIM_01390	CDS	1395	atpD1	7.1.2.2		ATP synthase subunit beta 1
CFCHDMIM_01391	CDS	870	atpG		COG0224	ATP synthase gamma chain
CFCHDMIM_01392	CDS	1545	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
CFCHDMIM_01393	CDS	537	atpH		COG0712	ATP synthase subunit delta
CFCHDMIM_01394	CDS	471	atpF		COG0711	ATP synthase subunit b
CFCHDMIM_01395	CDS	246	atpE		COG0636	ATP synthase subunit c
CFCHDMIM_01396	CDS	876	atpB		COG0356	ATP synthase subunit a
CFCHDMIM_01397	CDS	399				hypothetical protein
CFCHDMIM_01398	CDS	840	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
CFCHDMIM_01399	CDS	498	zur		COG0735	Zinc uptake regulation protein
CFCHDMIM_01400	CDS	780	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
CFCHDMIM_01401	CDS	810	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
CFCHDMIM_01402	CDS	627	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
CFCHDMIM_01403	CDS	921	yfeX_2	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
CFCHDMIM_01404	CDS	444				hypothetical protein
CFCHDMIM_01405	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
CFCHDMIM_01406	CDS	1791	argS	6.1.1.19		Arginine--tRNA ligase
CFCHDMIM_01407	CDS	624	ftsN			Cell division protein FtsN
CFCHDMIM_01408	CDS	669				hypothetical protein
CFCHDMIM_01409	CDS	408				hypothetical protein
CFCHDMIM_01410	CDS	948				hypothetical protein
CFCHDMIM_01411	CDS	306				hypothetical protein
CFCHDMIM_01412	CDS	528	yqjI		COG1695	Transcriptional regulator YqjI
CFCHDMIM_01413	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
CFCHDMIM_01414	CDS	1569	guaA_2	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
CFCHDMIM_01415	CDS	1230				hypothetical protein
CFCHDMIM_01416	CDS	426	yqjF		COG2259	Inner membrane protein YqjF
CFCHDMIM_01417	CDS	642	dedA_1		COG0586	Protein DedA
CFCHDMIM_01418	CDS	591				hypothetical protein
CFCHDMIM_01419	CDS	387				hypothetical protein
CFCHDMIM_01420	CDS	843	parA			Chromosome partitioning protein ParA
CFCHDMIM_01421	CDS	393				hypothetical protein
CFCHDMIM_01422	CDS	309	bolA		COG0271	DNA-binding transcriptional regulator BolA
CFCHDMIM_01423	tRNA	76				tRNA-Gly(gcc)
CFCHDMIM_01424	tRNA	76				tRNA-Gly(gcc)
CFCHDMIM_01425	CDS	705	abaF_2			Fosfomycin resistance protein AbaF
CFCHDMIM_01426	CDS	1026	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
CFCHDMIM_01427	CDS	774	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
CFCHDMIM_01428	CDS	1128	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CFCHDMIM_01429	CDS	1650	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
CFCHDMIM_01430	CDS	891	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
CFCHDMIM_01431	CDS	1518	mmsA	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
CFCHDMIM_01432	CDS	882	gltR_3		COG0583	HTH-type transcriptional regulator GltR
CFCHDMIM_01433	CDS	1431	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
CFCHDMIM_01434	CDS	1440	cycA_3		COG1113	D-serine/D-alanine/glycine transporter
CFCHDMIM_01435	CDS	360	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CFCHDMIM_01436	CDS	1104	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
CFCHDMIM_01437	CDS	1266	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
CFCHDMIM_01438	CDS	468	lrp_3		COG1522	Leucine-responsive regulatory protein
CFCHDMIM_01439	CDS	1146				hypothetical protein
CFCHDMIM_01440	CDS	2091	cntO_1			Metal-pseudopaline receptor CntO
CFCHDMIM_01441	CDS	381				hypothetical protein
CFCHDMIM_01442	CDS	375	rraB_1			Regulator of ribonuclease activity B
CFCHDMIM_01443	CDS	666	rluA_2	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
CFCHDMIM_01444	CDS	636				hypothetical protein
CFCHDMIM_01445	CDS	702		1.-.-.-		putative oxidoreductase
CFCHDMIM_01446	CDS	792				hypothetical protein
CFCHDMIM_01447	CDS	1095				hypothetical protein
CFCHDMIM_01448	CDS	2814				hypothetical protein
CFCHDMIM_01449	CDS	261				hypothetical protein
CFCHDMIM_01450	CDS	285				hypothetical protein
CFCHDMIM_01451	CDS	345	cdiI			Immunity protein CdiI
CFCHDMIM_01452	CDS	510				hypothetical protein
CFCHDMIM_01453	CDS	576				hypothetical protein
CFCHDMIM_01454	CDS	939				hypothetical protein
CFCHDMIM_01455	CDS	2607	acnD	4.2.1.117	COG1048	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)
CFCHDMIM_01456	CDS	1158	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
CFCHDMIM_01457	CDS	885	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
CFCHDMIM_01458	CDS	711	gntR			putative D-xylose utilization operon transcriptional repressor
CFCHDMIM_01459	CDS	1215	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
CFCHDMIM_01460	CDS	1707	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
CFCHDMIM_01461	CDS	1152	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
CFCHDMIM_01462	CDS	753	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
CFCHDMIM_01463	CDS	1662	lldP		COG1620	L-lactate permease
CFCHDMIM_01464	CDS	1371	algC_2	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
CFCHDMIM_01465	CDS	273				hypothetical protein
CFCHDMIM_01466	CDS	522				hypothetical protein
CFCHDMIM_01467	CDS	1020	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
CFCHDMIM_01468	CDS	1671	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
CFCHDMIM_01469	CDS	1263				hypothetical protein
CFCHDMIM_01470	CDS	876	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CFCHDMIM_01471	CDS	621	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
CFCHDMIM_01472	CDS	843	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
CFCHDMIM_01473	CDS	1338				hypothetical protein
CFCHDMIM_01474	CDS	1431				hypothetical protein
CFCHDMIM_01475	CDS	1254				hypothetical protein
CFCHDMIM_01476	CDS	1053	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
CFCHDMIM_01477	CDS	516				hypothetical protein
CFCHDMIM_01478	CDS	1047	pseG	3.6.1.57	COG3980	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
CFCHDMIM_01479	CDS	693	neuA	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
CFCHDMIM_01480	CDS	1161	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
CFCHDMIM_01481	CDS	999	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
CFCHDMIM_01482	CDS	1275	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
CFCHDMIM_01483	CDS	1101				hypothetical protein
CFCHDMIM_01484	CDS	429	ptp	3.1.3.48		Low molecular weight protein-tyrosine-phosphatase Ptp
CFCHDMIM_01485	CDS	2184	ptk	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
CFCHDMIM_01486	CDS	723	fkpA	5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
CFCHDMIM_01487	CDS	696	mip	5.2.1.8	COG0545	Outer membrane protein MIP
CFCHDMIM_01488	CDS	1542	murJ		COG0728	putative lipid II flippase MurJ
CFCHDMIM_01489	CDS	570	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
CFCHDMIM_01490	CDS	846	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
CFCHDMIM_01491	CDS	168				hypothetical protein
CFCHDMIM_01492	CDS	2169	plcN_1	3.1.4.3	COG3511	Non-hemolytic phospholipase C
CFCHDMIM_01493	CDS	717	rph	2.7.7.56	COG0689	Ribonuclease PH
CFCHDMIM_01494	CDS	1149	desA3_2	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
CFCHDMIM_01495	CDS	1026		1.-.-.-	COG1018	NADPH oxidoreductase
CFCHDMIM_01496	CDS	639	fabR_2			HTH-type transcriptional repressor FabR
CFCHDMIM_01497	CDS	648				hypothetical protein
CFCHDMIM_01498	CDS	618	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
CFCHDMIM_01499	CDS	714	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
CFCHDMIM_01500	CDS	699	mupP_1	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
CFCHDMIM_01501	CDS	747	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
CFCHDMIM_01502	CDS	411				hypothetical protein
CFCHDMIM_01503	CDS	321				hypothetical protein
CFCHDMIM_01504	CDS	1356	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
CFCHDMIM_01505	CDS	969	ssuA_1			Putative aliphatic sulfonates-binding protein
CFCHDMIM_01506	CDS	984	ssuA_2			Putative aliphatic sulfonates-binding protein
CFCHDMIM_01507	CDS	1176	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
CFCHDMIM_01508	CDS	798	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
CFCHDMIM_01509	CDS	801	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
CFCHDMIM_01510	CDS	621	rutR		COG1309	HTH-type transcriptional regulator RutR
CFCHDMIM_01511	CDS	567	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
CFCHDMIM_01512	CDS	1134				hypothetical protein
CFCHDMIM_01513	CDS	1002	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
CFCHDMIM_01514	CDS	2838	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
CFCHDMIM_01515	CDS	531	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
CFCHDMIM_01516	CDS	483	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
CFCHDMIM_01517	CDS	543				hypothetical protein
CFCHDMIM_01518	CDS	495				hypothetical protein
CFCHDMIM_01519	CDS	219				hypothetical protein
CFCHDMIM_01520	CDS	588	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
CFCHDMIM_01521	CDS	216				hypothetical protein
CFCHDMIM_01522	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
CFCHDMIM_01523	CDS	3858				hypothetical protein
CFCHDMIM_01524	CDS	1107		2.3.1.207	COG0332	Beta-ketodecanoyl-[acyl-carrier-protein] synthase
CFCHDMIM_01525	CDS	1263				hypothetical protein
CFCHDMIM_01526	CDS	1359	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
CFCHDMIM_01527	CDS	1194	ydcO_1		COG3135	Inner membrane protein YdcO
CFCHDMIM_01528	CDS	786	lvr	1.1.1.-		Levodione reductase
CFCHDMIM_01529	CDS	1017	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
CFCHDMIM_01530	CDS	501	cbdB_1	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
CFCHDMIM_01531	CDS	1383	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
CFCHDMIM_01532	CDS	960	benM_2			HTH-type transcriptional regulator BenM
CFCHDMIM_01533	CDS	195				hypothetical protein
CFCHDMIM_01534	CDS	2472	actP_1	7.2.2.9		Copper-transporting P-type ATPase
CFCHDMIM_01535	CDS	402	hmrR_2			HTH-type transcriptional regulator HmrR
CFCHDMIM_01536	CDS	408		4.4.1.22		Putative glutathione-dependent formaldehyde-activating enzyme
CFCHDMIM_01537	CDS	357	yhjQ		COG1145	putative cysteine-rich protein YhjQ
CFCHDMIM_01538	CDS	330				hypothetical protein
CFCHDMIM_01539	CDS	594				hypothetical protein
CFCHDMIM_01540	CDS	225				hypothetical protein
CFCHDMIM_01541	CDS	195				hypothetical protein
CFCHDMIM_01542	CDS	1263	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
CFCHDMIM_01543	tRNA	77				tRNA-Met(cat)
CFCHDMIM_01544	CDS	234				hypothetical protein
CFCHDMIM_01545	CDS	672	prtR		COG2932	HTH-type transcriptional regulator PrtR
CFCHDMIM_01546	CDS	126				hypothetical protein
CFCHDMIM_01547	CDS	390				hypothetical protein
CFCHDMIM_01548	CDS	546				hypothetical protein
CFCHDMIM_01549	CDS	618	rhtB_4		COG1280	Homoserine/homoserine lactone efflux protein
CFCHDMIM_01550	CDS	216	cspV		COG1278	Cold shock protein CspV
CFCHDMIM_01551	CDS	225				hypothetical protein
CFCHDMIM_01552	CDS	816	proC_1	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
CFCHDMIM_01553	CDS	120				hypothetical protein
CFCHDMIM_01554	CDS	459				hypothetical protein
CFCHDMIM_01555	CDS	345				hypothetical protein
CFCHDMIM_01556	CDS	1107				hypothetical protein
CFCHDMIM_01557	CDS	1215	sotB			sugar efflux transporter
CFCHDMIM_01558	CDS	447				hypothetical protein
CFCHDMIM_01559	CDS	330				hypothetical protein
CFCHDMIM_01560	CDS	147				hypothetical protein
CFCHDMIM_01561	CDS	594				hypothetical protein
CFCHDMIM_01562	CDS	630				hypothetical protein
CFCHDMIM_01563	tRNA	76				tRNA-Gly(gcc)
CFCHDMIM_01564	CDS	1422	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
CFCHDMIM_01565	CDS	978	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
CFCHDMIM_01566	CDS	540	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
CFCHDMIM_01567	CDS	549	lptC			Lipopolysaccharide export system protein LptC
CFCHDMIM_01568	CDS	549	lptA		COG1934	Lipopolysaccharide export system protein LptA
CFCHDMIM_01569	CDS	747	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CFCHDMIM_01570	CDS	1467				hypothetical protein
CFCHDMIM_01571	CDS	2142	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
CFCHDMIM_01572	CDS	1191	prsE			Type I secretion system membrane fusion protein PrsE
CFCHDMIM_01573	CDS	600	yigZ		COG1739	IMPACT family member YigZ
CFCHDMIM_01574	CDS	612		2.3.1.-	COG0110	Putative acetyltransferase
CFCHDMIM_01575	CDS	843				hypothetical protein
CFCHDMIM_01576	CDS	669		2.1.1.6	COG4122	Catechol O-methyltransferase
CFCHDMIM_01577	CDS	702				hypothetical protein
CFCHDMIM_01578	CDS	324			COG1146	Ferredoxin 1
CFCHDMIM_01579	CDS	576				hypothetical protein
CFCHDMIM_01580	CDS	2646	mutS		COG0249	DNA mismatch repair protein MutS
CFCHDMIM_01581	CDS	468	lrp_4		COG1522	Leucine-responsive regulatory protein
CFCHDMIM_01582	CDS	861	rhtA_3		COG5006	Threonine/homoserine exporter RhtA
CFCHDMIM_01583	CDS	1206				hypothetical protein
CFCHDMIM_01584	CDS	933	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
CFCHDMIM_01585	CDS	642	betI_5			HTH-type transcriptional regulator BetI
CFCHDMIM_01586	CDS	1305	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
CFCHDMIM_01587	CDS	438				hypothetical protein
CFCHDMIM_01588	CDS	1029				hypothetical protein
CFCHDMIM_01589	CDS	699				hypothetical protein
CFCHDMIM_01590	CDS	951	lcdH	1.1.1.108		L-carnitine dehydrogenase
CFCHDMIM_01591	CDS	459				hypothetical protein
CFCHDMIM_01592	CDS	432				hypothetical protein
CFCHDMIM_01593	CDS	678	mupP_2	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
CFCHDMIM_01594	CDS	1245				hypothetical protein
CFCHDMIM_01595	CDS	3177				hypothetical protein
CFCHDMIM_01596	CDS	4908				hypothetical protein
CFCHDMIM_01597	CDS	531				hypothetical protein
CFCHDMIM_01598	CDS	318				hypothetical protein
CFCHDMIM_01599	CDS	912	gltR_4		COG0583	HTH-type transcriptional regulator GltR
CFCHDMIM_01600	CDS	1233				hypothetical protein
CFCHDMIM_01601	CDS	765	pxpA	3.5.2.9		5-oxoprolinase subunit A
CFCHDMIM_01602	CDS	807		4.2.1.-	COG4336	Putative hydro-lyase
CFCHDMIM_01603	CDS	1584				hypothetical protein
CFCHDMIM_01604	CDS	1722	carB_2			Carbamoyl-phosphate synthase large chain
CFCHDMIM_01605	CDS	1221	eriC		COG0038	Chloride/fluoride channel protein
CFCHDMIM_01606	CDS	909	esiB_1			Secretory immunoglobulin A-binding protein EsiB
CFCHDMIM_01607	CDS	351				hypothetical protein
CFCHDMIM_01608	CDS	303				hypothetical protein
CFCHDMIM_01609	CDS	429				hypothetical protein
CFCHDMIM_01610	CDS	561				hypothetical protein
CFCHDMIM_01611	CDS	432				hypothetical protein
CFCHDMIM_01612	CDS	1164		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
CFCHDMIM_01613	CDS	741				hypothetical protein
CFCHDMIM_01614	CDS	654				hypothetical protein
CFCHDMIM_01615	CDS	3606	carB_3			Carbamoyl-phosphate synthase large chain
CFCHDMIM_01616	CDS	537	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
CFCHDMIM_01617	CDS	204				hypothetical protein
CFCHDMIM_01618	CDS	540				hypothetical protein
CFCHDMIM_01619	CDS	126				hypothetical protein
CFCHDMIM_01620	CDS	435				Putative nickel-responsive regulator
CFCHDMIM_01621	CDS	1812	atzF	3.5.1.54		Allophanate hydrolase
CFCHDMIM_01622	CDS	1023				hypothetical protein
CFCHDMIM_01623	CDS	882	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
CFCHDMIM_01624	CDS	945				hypothetical protein
CFCHDMIM_01625	CDS	402				hypothetical protein
CFCHDMIM_01626	CDS	684				hypothetical protein
CFCHDMIM_01627	CDS	504				hypothetical protein
CFCHDMIM_01628	CDS	1482				hypothetical protein
CFCHDMIM_01629	CDS	504	hcp1		COG3157	Protein hcp1
CFCHDMIM_01630	CDS	477				hypothetical protein
CFCHDMIM_01631	CDS	1812				hypothetical protein
CFCHDMIM_01632	CDS	999				hypothetical protein
CFCHDMIM_01633	CDS	1413				hypothetical protein
CFCHDMIM_01634	CDS	3825				hypothetical protein
CFCHDMIM_01635	CDS	996				hypothetical protein
